Date,CITY,CNT
2019-11-19,COLOMBO 3,13
2020-03-02,ANAMADUWA,1
2019-06-04,COLOMBO 3,19
2020-03-27,COLOMBO 1300,1
2019-07-22,MORATUWA,5
2019-08-01,MULLERIYAWA NEW TOWN,1
2019-08-16,RATMALWALA,2
2019-09-06,COLOMBO 14,2
2020-02-11,NUGEGODA,2
2019-06-21,KATUNAYAKE,12
2019-10-03,MIRIGAMA,1
2019-12-26,MOUNT LAVINIA,1
2020-03-10,KANDY,2
2019-08-09,Pannipitiya,6
2019-09-16,HOMAGAMA,5
2020-02-03,PELIYAGODA,1
2019-07-20,ANURADHAPURA,1
2019-09-28,KADAWATHA,2
2019-12-23,PANADURA,3
2019-06-07,BIYAGAMA,7
2019-12-23,COLOMBO 2,13
2019-10-22,KOTTE,2
2019-11-02,NEBODA,1
2019-07-09,KATUNAYAKE,1
2019-12-12,GAMPAHA,1
2019-06-08,COLOMBO 3,35
2019-06-24,EKALA,4
2019-07-17,HABARADUWA,1
2019-12-26,COLOMBO 12,1
2020-02-03,RAJAGIRIYA,2
2020-04-18,COLOMBO 1,39
2019-11-19,NUGEGODA,5
2020-05-21,GANEMULLA,1
2019-08-06,COLOMBO 6,2
2019-11-14,GAMPAHA,3
2019-12-18,DIVULAPITIYA,1
2019-10-07,PUTTALAM,1
2020-01-27,PANNIPITIYA,1
2020-03-14,KOLONNAWA,3
2019-07-31,Ekala,2
2019-07-08,MINUWANGODA,1
2019-07-11,HORANA,1
2019-08-24,KALUTARA,1
2020-01-16,KALUTARA,3
2019-07-17,Eat a,1
2019-10-10,KELANIYA,1
2019-12-09,DEHIWALA,6
2020-02-26,HORANA,2
2019-09-20,PUGODA,1
2019-09-23,KOCHCHIKADE,1
2019-10-14,NAINAMADAMA,1
2019-10-26,Dehiwela,1
2019-11-25,SANDALANKAWA,1
2020-04-20,BATTARAMULLA,6
2019-08-09,ATHURUGIRIYA,1
2019-09-26,BIYAGAMA IPZ,4
2019-07-29,KANDANA,3
2019-12-09,MALWANEGAMA,1
2019-06-13,MAKOLA,1
2019-07-04,KATUNAYAKE,4
2020-01-02,RATMALE,1
2020-01-25,COLOMBO 15,2
2020-04-28,RAJAGIRIYA,2
2019-11-22,BIYAGAMA IPZ,1
2019-12-13,MAHARAGAMA,2
2020-02-10,SEEDUWA,2
2020-04-21,bepzbiyagama,3
2020-05-16,MALWANA,1
2019-09-26,WATTALA,1
2019-11-08,PANNIPITIYA,1
2019-08-16,PILIYANDALA,1
2020-05-14,HANWELLA,1
2019-08-12,JA-ELA,1
2019-08-16,WATTALA,4
2019-11-14,COLOMBO 7,2
2019-12-18,KADAWATHA,1
2020-01-28,RATMALANA,1
2020-03-27,SAPUGASKANDA,1
2020-05-28,IBBAGAMUWA,1
2019-09-30,KAPUGODA,3
2019-06-12,COLOMBO 3,34
2019-09-23,COLOMBO,22
2019-10-03,PUTTALAM,1
2019-11-29,COLOMBO 14,1
2020-01-31,PANADURA,2
2019-12-05,COLOMBO 3,73
2020-02-14,ATHURUGIRIYA,1
2019-06-15,COLOMBO 12,1
2019-09-04,COLOMBO 1,11
2019-12-23,ragama,9
2020-02-05,COLOMBO 10,3
2020-02-05,COLOMBO 13,1
2019-06-22,MALABE,2
2019-07-15,DIVULAPITIYA,2
2019-10-31,KATUNAYAKE,7
2019-12-04,MALWANA,1
2019-12-16,BORALESGAMUWA,2
2019-08-15,VEYANGODA,1
2020-01-18,RATNAPURA,1
2020-04-23,KANDY,1
2019-12-30,HOMAGAMA,3
2019-06-10,KANDANA,1
2019-07-29,JA-ELA,2
2020-02-26,COLOMBO 10,5
2019-10-08,MATALE,1
2019-10-17,SEEDUWA,2
2020-05-19,HOKANDARA,2
2020-03-27,MAHARAGAMA,1
2019-07-19,GAMPAHA,5
2019-12-05,GIRIULLA,1
2019-12-21,"KATUNAYAKE ",7
2019-08-29,COLOMBO 7,8
2019-12-07,RAGAMA,2
2020-03-14,COLOMBO 10,9
2020-03-14,COLOMBO 13,2
2019-08-05,KOTTE,3
2019-09-14,COLOMBO 3,122
2019-09-21,GAMPAHA,8
2019-11-11,COLOMBO 10,9
2019-12-17,COLOMBO,8
2020-01-31,KATUNYAKE,1
2020-04-20,KELANIYA,10
2020-05-26,BADALGAMA,10
2019-07-27,DELGODA,1
2019-09-19,RATMALANA,2
2019-10-19,COLOMBO 12,1
2019-06-04,ANURADHAPURA,1
2019-09-23,AKARAGAMA,1
2019-07-26,ATHURUGIRIYA,1
2020-02-12,SANDALANKAWA,2
2020-02-15,DANKOTUWA,1
2020-03-05,COLOMBO,23
2020-04-24,KOTTE,2
2019-10-17,HANWELLA,1
2019-07-05,COLOMBO 1,6
2019-07-27,MALABE,1
2019-06-28,KELANIGAMA,1
2019-07-09,EKALA,1
2020-02-27,COLOMBO 9,2
2020-05-14,COLOMBO 11,1
2019-10-24,MOUNT LAVINIA,1
2019-06-21,COLOMBO 10,3
2019-09-06,LAXAPATHIYA,1
2019-09-18,COLOMBO 3,36
2019-10-28,EKALA JA ELA,1
2019-08-21,Dankotuwa,3
2019-11-14,HORANA,1
2019-11-19,COLOMBO 1 WTC,1
2019-11-20,KADAWATHA,2
2019-11-21,KOCHCHIKADE,2
2019-08-10,BATTARAMULLA,6
2019-11-21,KATUNAYAKE (FTZ),4
2019-07-26,SRI JAYAWARDENEPURA,1
2020-01-29,JA-ELA,1
2020-02-28,DHARGA TOWN,1
2019-08-05,MALWANA,13
2019-08-31,SRI PALABADDALA,1
2019-11-14,COLOMBO 11,2
2019-12-05,BATTARAMULLA,1
2020-05-19,MINUWANGODA,1
2019-12-06,PANNIPITIYA,4
2019-12-06,DIVULAPITIYA,1
2020-04-24,BORALESGAMUWA,1
2019-07-15,COLOMBO 14,4
2020-01-20,IPOLOGAMA,1
2019-07-25,TULHIRIYA,1
2019-10-26,MALWANA,18
2019-12-12,MULLERIYAWA NEW TOWN,1
2020-03-06,PAMUNUGAMA,1
2019-08-22,COLOMBO 7,6
2020-01-01,Mattegoda,3
2019-08-17,COLOMBO 4,1
2019-08-24,COLOMBO 10,4
2019-10-26,COLOMBO WESTERN,1
2019-11-28,GONAWALA,1
2020-03-06,KANDANA,1
2020-02-21,COLOMBO,21
2020-02-24,WATTALA,7
2019-10-11,MALWANA,4
2019-11-21,COLOMBO 6,1
2020-02-17,COLOMBO 5,12
2019-11-07,COLOMBO 8,4
2020-02-05,Ekala,2
2020-03-13,COLOMBO 10,1
2019-11-20,MALWANA,5
2019-07-31,KATUNAYAKE,1
2019-12-13,BORALESGAMUWA,1
2020-05-19,PUTTALAM,1
2019-09-27,MATALE,1
2019-10-30,MORATUWA,3
2020-04-23,MALABE,2
2020-05-18,COLOMBO 3,9
2019-10-17,BATTARAMULLA,8
2019-12-24,"KATUNAYAKE ",2
2020-05-23,BINGIRIYA,1
2019-07-15,GALLE,3
2019-06-10,KOTUGODA,1
2019-08-29,DENIPITIYA,1
2019-09-26,MIRIGAMA,2
2019-07-02,COLOMBO 1,2
2019-10-21,COLOMBO 6,1
2020-02-03,GONAWALA,1
2019-07-27,HOKANDARA,1
2019-08-01,JA-ELA,4
2019-11-01,DEHIWALA,1
2019-11-21,MATALE,1
2020-01-22,KURUNEGALA,1
2020-05-26,MILLENIUM CITY,1
2019-07-05,SEEDUWA,1
2020-05-14,AHANGAMA,2
2019-08-23,Bepz biyagama,1
2019-09-23,COLOMBO 6,2
2019-10-03,COLOMBO 13,2
2020-04-27,COLOMBO 11,2
2019-11-29,BIYAGAMA IPZ,4
2020-02-05,HEIYANTHUDUWA,1
2019-08-17,RANALA,1
2019-07-01,KALELIYA,1
2020-02-29,COLOMBO 1,12
2019-12-04,BORALESGAMUWA,3
2019-10-21,JA-ELA,3
2019-12-27,COLOMBO 15,2
2020-02-26,DIVULAPITIYA,1
2020-03-05,RAMBUKKANA,1
2019-09-16,GALLE,5
2019-08-16,KOTTE,3
2020-05-19,BADULLA,1
2019-06-22,COLOMBO 2,3
2019-12-05,KANDY,1
2020-01-06,NUGEGODA,12
2020-03-11,DEHIWALA,2
2020-05-15,KANDY,1
2019-10-11,COLOMBO 15,1
2020-02-17,ATHURUGIRIYA,1
2019-06-24,COLOMBO 10,4
2020-03-10,SEEDUWA,2
2020-04-24,NEGOMBO,1
2020-02-28,RAJAGIRIYA,5
2020-03-17,COLOMBO 14,5
2019-07-13,SANDALANKAWA,2
2019-07-13,KOCHCHIKADE,3
2019-10-16,HOMAGAMA,1
2019-12-07,PELIYAGODA,1
2019-12-18,MAHARAGAMA,2
2020-03-28,PELAWATTA,1
2019-06-28,COLOMBO 10,1
2019-09-14,UDUGAMPOLA,1
2019-12-03,COLOMBO,9
2019-12-07,JA ELA,1
2020-03-17,COLOMBO 11,3
2020-01-01,HOMAGAMA,1
2019-07-20,KAPUGODA,2
2019-11-25,DELGODA,2
2020-04-03,BANDARAGAMA,1
2020-05-21,NEGOMBO,1
2019-06-26,NEGOMBO,2
2019-08-24,RATHMALANA,1
2019-10-31,GONAPOLA,1
2020-01-27,DANKOTUWA,3
2020-02-22,PADUKKA,1
2019-07-25,MARAWILA,1
2019-11-08,COLOMBO 2,5
2019-12-05,KELANIYA,2
2019-07-19,COLOMBO,66
2020-02-01,WELLAMPITIYA,1
2019-09-30,UDUGAMPOLA,1
2019-08-23,"RATMALANA 10390 ",1
2020-05-21,MALWANA,9
2019-10-05,BORALESGAMUWA,1
2019-10-12,HOMAGAMA,2
2019-07-13,COLOMBO 6,2
2019-09-23,SANDALANKAWA,1
2020-03-05,KOLONNAWA,1
2019-09-11,MORATUWA,1
2020-01-24,THIMBIRIGASKATUWA NEGOM,1
2020-04-22,COLOMBO 10,8
2019-06-10,EKALA,1
2019-09-14,"EKALA,JA ELA",1
2019-09-26,MOUNT LAVINIA,1
2019-12-27,SRI PALABADDALA,1
2020-01-09,Jaela,1
2019-11-15,COLOMBO 9,1
2020-03-19,COLOMBO 7,2
2019-12-16,PELAWATTA,1
2019-12-27,NEGOMBO,1
2019-12-04,GALLE,2
2020-01-13,KAPUGODA,2
2019-06-20,COLOMBO 1,2
2019-10-11,TULHIRIYA,1
2019-08-19,ANURADHAPURA,1
2019-08-21,WENNAPPUWA,1
2019-11-15,KURUNEGALA,2
2019-12-23,BANDARAGAMA,2
2019-12-27,MALWANA,8
2020-04-28,COLOMBO 1,7
2019-08-08,COLOMBO 4,1
2019-09-06,KOTTE,1
2019-09-10,BATTARAMULLA,2
2019-09-14,DOMPE,1
2020-02-06,COLOMBO 2,10
2020-03-14,Rathmalana,2
2019-08-06,COLOMBO,19
2019-10-12,GALLE,3
2019-10-30,PADUKKA,1
2019-10-17,KIRIBATHGODA,1
2019-11-09,VEYANGODA,1
2019-12-19,COLOMBO 6,3
2020-03-14,KATUNAYAKE,13
2019-07-18,DUNAGAHA,1
2019-08-09,KANDANAGAMA,1
2019-10-31,KADUWELA,2
2019-12-07,DEHIWALA-MOUNT LAVINEA,1
2020-05-12,COLOMBO 7,2
2020-01-28,BIYAGAMA,3
2019-07-20,COLOMBO 11,2
2019-09-19,SRI PALABADDALA,1
2019-12-16,PELIYAGODA,1
2019-09-30,HORANA,5
2019-11-19,PELIYAGODA,1
2019-12-04,NEGOMBO,6
2019-07-27,COLOMBO 6,1
2019-09-23,LUNUWILA,1
2020-01-20,MINUWANGODA,1
2019-06-03,RAGAMA,2
2019-11-11,BATTARAMULLA,2
2019-10-26,MOUNT LAVINIA,1
2019-11-08,COLOMBO 4,4
2020-03-02,KALAGEDIHENA,1
2019-07-18,NUGEGODA,7
2020-02-07,Dankotuwa,1
2019-06-17,COLOMBO 2,8
2019-06-24,DIVULAPITIYA,1
2019-06-07,COLOMBO 1,3
2019-08-30,KANDANA,1
2020-01-16,ITTAPANA,1
2019-11-18,DEHIWALA,4
2019-07-06,NEGOMBO,1
2020-01-13,HEIYANTHUDUWA,1
2019-10-14,DIVULAPITIYA,2
2019-12-04,SRI PALABADDALA,1
2020-04-08,KOHILAWATTE,1
2019-09-20,RAJAGIRIYA,2
2019-10-04,AVISSAWELLA,3
2019-11-04,HORANA,3
2020-01-03,BADALGAMA,6
2020-02-27,KOTTE,3
2019-08-10,WENNAPPUWA,2
2020-02-20,BORALESGAMUWA,2
2020-04-22,WATTALA,2
2019-08-31,RANALA,1
2020-05-30,PILIYANDALA,1
2020-01-25,KANDANA,1
2019-06-03,COLOMBO 1,26
2019-11-22,Bepzbiyagamq,1
2019-07-04,MAHARAGAMA,1
2019-08-19,BANDARAGAMA,2
2019-10-01,COLOMBO 3,21
2020-04-23,SIDDAMULLA,1
2019-08-15,Ekala,1
2020-06-01,Dankotuwa,1
2019-10-08,AVISSAWELLA,2
2019-10-19,KATUNAYAKE (FTZ),1
2019-11-01,WATTALA,4
2020-02-24,MOUNT LAVINIA,1
2020-03-14,MATARA,2
2019-10-12,BIYAGAMA IPZ,4
2019-10-14,HABARANA,1
2020-01-13,KATUNAYAKE WEST,1
2020-05-11,KOCHCHIKADE,1
2019-11-29,NITTAMBUWA,3
2019-12-12,BADALGAMA,9
2020-02-21,COLOMBO 8,3
2019-09-23,BIYASAMA,1
2019-10-17,COLOMBO 1,9
2019-10-11,NUWARA ELIYA,1
2019-08-05,BATTARAMULLA,9
2020-05-13,BADALGAMA,1
2019-07-10,Kohuwala,3
2019-10-04,KARUWALAGASWEWA,1
2020-05-13,MALWANA,11
2020-02-28,ragama,8
2019-12-23,COLOMBO 9,3
2020-02-10,COLOMBO 1,18
2020-02-21,COLOMBO 4,3
2019-09-10,SEEDUWA,1
2019-10-01,JA ELA,1
2019-12-26,BENTOTA,1
2019-10-31,COLOMBO 10,7
2020-03-12,GAMPAHA,3
2019-06-04,KANDANA,2
2019-11-04,KEGALLE,1
2020-02-15,COLOMBO 9,1
2020-02-27,MALABE,2
2020-05-11,COLOMBO 2,3
2019-07-29,RATNAPURA,1
2019-08-10,KOTTE,1
2019-12-12,KADUWELA,1
2020-01-04,COLOMBO 13,1
2020-04-21,BADALGAMA,4
2019-07-10,COLOMBO 5,2
2020-03-28,RADDOLUGAMA,1
2019-09-06,MIRIGAMA,1
2020-04-17,PADUKKA,1
2019-09-06,NITTAMBUWA,2
2020-01-22,ITTAPANA,1
2020-03-04,COLOMBO 9,2
2019-06-26,BIYAGAMA,4
2019-10-03,MALWANA,7
2019-10-04,COLOMBO 4,3
2020-03-13,MAHARAGAMA,1
2019-07-03,GALLE,1
2020-04-24,PILIYANDALA,3
2019-12-27,COLOMBO 13,2
2019-11-09,KOCHCHIKADE,1
2019-12-13,PANAGODA,1
2020-04-08,KATUWELLEGAMA,1
2019-06-17,COLOMBO 8,2
2019-08-29,NUGEGODA,9
2019-08-06,KATUNAYAKE,1
2019-10-22,KADAWATHA,2
2019-11-13,NEGOMBO,1
2019-11-14,UDUGAMPOLA,1
2020-01-03,PANNIPITIYA,1
2019-10-21,SANDALANKAWA,2
2020-05-11,BIYAGAMA,13
2019-07-05,HANWELLA,1
2019-11-25,NUGEGODA,8
2019-07-15,KATUNAYAKE,16
2019-09-14,KOTTE,1
2020-03-02,COLOMBO 8,7
2020-05-26,HANWELLA,1
2019-11-09,COLOMBO 15,1
2020-03-02,COLOMBO 1,16
2019-08-10,RATNAPURA,1
2019-08-29,COLOMBO 3,62
2019-09-18,KEGALLE,1
2019-10-04,COLOMBO 2,8
2020-04-29,COLOMBO 3,23
2020-01-13,KADAWATHA,8
2020-01-16,GAMPAHA,2
2020-02-17,NUGEGODA,15
2020-03-12,WATTALA,3
2019-06-22,BIYAGAMA,15
2019-09-18,BINGIRIYA,1
2019-11-02,COLOMBO,24
2020-03-13,KADAWATHA,2
2020-05-20,JAFFNA,1
2019-12-31,COLOMBO 1,3
2020-04-25,COLOMBO 6,1
2020-01-27,COLOMBO 7,5
2020-05-27,WATTALA,2
2020-01-13,COLOMBO 10,15
2020-05-09,COLOMBO 5,1
2019-12-19,KOCHCHIKADE,2
2019-07-22,RANALA,1
2019-07-26,BIYAGAMA,2
2019-08-10,HEIYANTHUDUWA,1
2019-08-22,DEKATANA,1
2019-11-20,MATUGAMA,1
2020-02-01,Delgoda,2
2019-10-28,PANADURA,8
2019-07-01,JA-ELA,2
2019-10-23,AVISSAWELLA,4
2019-10-24,COLOMBO 14,1
2019-06-21,DIVULAPITIYA,2
2019-11-30,COLOMBO 1,8
2019-12-06,23 25 rheinland place,1
2019-12-30,GALLE,6
2019-10-02,BADALGAMA,2
2020-01-13,DELGODA,3
2020-03-17,COLOMBO 8,10
2019-07-12,DEHIWALA,1
2019-10-26,KELANIYA,1
2020-03-02,RATMALANA,6
2020-03-17,COLOMBO 1,17
2019-07-19,COLOMBO 5,2
2019-07-24,COLOMBO 3,55
2019-06-26,MORATUWA,2
2019-07-05,BATTARAMULLA,5
2019-12-04,RABUKKANA,1
2019-12-12,KANDANA,1
2020-04-28,PELIYAGODA,2
2019-09-10,DEHIWALA,1
2020-02-22,SEEDUWA,2
2020-01-04,MATALE,1
2019-07-13,RAJAGIRIYA,2
2019-08-16,BATTARAMULLA,1
2019-08-26,COLOMBO 6,5
2020-01-22,"BAMBALAPITIYA ",1
2019-10-21,COLOMBO 12,2
2020-03-06,COLOMBO 14,4
2019-06-13,Ratmalana,1
2019-11-06,KANDANA,1
2019-09-27,"ESTATE, RATMALANA",1
2019-10-17,COLOMBO 8,4
2019-06-03,PILIYANDALA,2
2019-06-25,COLOMBO 11,1
2019-10-10,BATTARAMULLA,1
2019-10-26,DEHIWALA,4
2019-12-23,KANDY,1
2020-05-11,POLGASOWITA,1
2019-09-09,MORATUWA,1
2019-11-08,SEEDUWA,2
2019-06-26,GONAWALA,1
2019-08-23,KATUNAYAKE (FTZ),3
2019-08-31,WATTALA,9
2020-02-21,03 COLOMBO,1
2019-09-11,COLOMBO 15,3
2019-07-12,HANWELLA,1
2019-09-05,MORATUWA,5
2019-09-27,RAJAGIRIYA,7
2019-08-26,KOCHCHIKADE,3
2019-11-06,KATUNAYAKE AIR FORCE CAMP,1
2019-11-21,MULLERIYAWA NEW TOWN,2
2019-06-13,YATIYANTOTA,1
2019-06-17,RATMALANA,3
2019-10-07,MALWANA,19
2019-07-11,COLOMBO 2,1
2020-03-27,KIRIWATHTHUDUWA,1
2019-08-26,Bepz biyagama,3
2020-05-13,KANDANA,1
2020-02-06,COLOMBO 8,1
2019-09-14,KEGALLE,1
2019-09-25,PUTTALAM,1
2019-12-14,COLOMBO 3,35
2020-03-07,MAWANELLA,1
2019-09-17,COLOMBO 1,2
2020-01-25,DEDIGAMUWA,1
2019-07-12,RATNAPURA,1
2019-11-04,KOTTE,2
2019-11-13,BORALESGAMUWA,1
2020-02-25,TALAWATHUGODA,1
2020-03-05,"WALGAMA, MALWANA",1
2020-05-15,KOBEIGANE,1
2019-06-15,MALABE,1
2020-04-21,KANDANA,1
2020-05-18,GALLE,1
2019-09-14,DHARGA TOWN,1
2020-05-21,KOLONNAWA,1
2019-06-08,MAHARAGAMA,1
2019-10-14,COLOMBO 13,6
2019-10-14,COLOMBO 10,15
2019-12-23,BIYAGAMA,10
2020-02-12,MADURANKULIYA,1
2019-07-29,MOUNT LAVINIA,2
2019-08-01,LABBALA,1
2019-10-03,DEHIWALA,5
2019-11-01,BORALESGAMUWA,2
2019-12-12,NITTAMBUWA,1
2020-04-27,WELISARA,1
2019-11-08,KOSGAMA,1
2020-01-27,23 25 rheinland place,3
2019-08-02,COLOMBO 11,1
2019-12-05,COLOMBO 12,1
2019-12-16,GONAWALA,1
2019-08-17,RATMALANA,1
2020-03-11,COLOMBO 15,1
2019-08-28,PERADENIYA,1
2019-06-22,PELIYAGODA,1
2019-07-01,GAMPAHA,21
2019-08-15,MORATUWA,6
2019-08-29,ATHURUGIRIYA,3
2019-10-28,COLOMBO 1,26
2020-01-14,COLOMBO 5,1
2019-07-29,"WAGAWATTA, HORANA",1
2019-12-09,RATHMALANA,1
2019-08-28,HOMAGAMA,2
2020-05-12,COLOMBO 11103,2
2020-06-01,MORATUWA,4
2019-08-08,SEEDUWA,1
2019-09-30,GAMPAHA,3
2020-01-16,DEHIWALA,5
2020-05-02,WATTALA,2
2019-09-27,KURUNEGALA,3
2019-11-06,COLOMBO 5,4
2019-11-18,BIYAGAMA IPZ,5
2019-12-05,AVISSAWELLA,2
2019-06-05,MAKOLA,1
2019-06-15,COLOMBO 15,1
2019-12-03,MOUNT LAVINIA,1
2020-03-11,bepzbiyagama,4
2019-08-30,GALLE,2
2019-09-04,BIYAGAMA,7
2019-09-19,SEEDUWA,2
2019-10-11,DANKOTUWA,2
2020-05-12,KURUNEGALA,4
2020-05-21,ELLA,1
2020-01-31,JA ELA,2
2019-08-05,KOLONNAWA,1
2019-09-23,ETTALE,1
2019-11-16,Bepzbiyagama,4
2020-01-31,PELIYAGODA,1
2020-04-22,DEHIWALA,3
2020-04-28,BATTARAMULLA,3
2019-08-28,COLOMBO 3,66
2020-01-28,COLOMBO 8,2
2020-02-24,RANALA,3
2020-03-14,MAHARAGAMA,1
2019-06-01,COLOMBO 3,39
2019-06-11,ANURADHAPURA,1
2019-09-12,HORANA,1
2020-04-22,bepzbiyagams,1
2020-05-19,COLOMBO 7,8
2019-07-11,COLOMBO 1,11
2019-09-04,POLGASOWITA,1
2019-06-14,BINGIRIYA,1
2019-08-10,DIVULAPITIYA,1
2019-09-20,SEEDUWA,2
2019-09-27,MULLERIYAWA NEW TOWN,1
2019-10-19,MOUNT LAVINIA,1
2019-12-02,RAJAGIRIYA,3
2019-11-06,BADALGAMA,1
2019-11-13,RATNAPURA,1
2019-08-16,NITTAMBUWA,1
2019-08-21,COLOMBO 4,2
2019-12-20,POLONNARUWA,1
2019-07-23,BALAPITIYA,1
2020-01-30,RAJAGIRIYA,3
2019-06-14,BORALESGAMUWA,1
2019-06-21,COLOMBO 14,1
2019-09-12,BORALESGAMUWA,1
2019-09-26,NITTAMBUWA,3
2019-12-18,BINGIRIYA,1
2020-01-16,"BAMBALAPITIYA ",1
2019-12-06,KATUWELLEGAMA,1
2020-03-13,KATUNAYAKE,12
2019-07-03,PANNIPITIYA,2
2019-07-17,COLOMBO 7,3
2019-07-31,KADAWATHA,2
2020-02-10,PANNIPITIYA,3
2019-10-26,PILIYANDALA,1
2020-01-08,HOMAGAMA,2
2019-10-24,MAWANELLA,1
2020-01-14,KURUNEGALA,1
2020-03-04,MORATUWA,1
2020-05-14,YAKKALA,1
2019-09-14,BINGIRIYA,1
2020-03-10,MIHINTALE,1
2019-11-04,BIYAGAMA MALWANA,1
2019-08-07,WELLAMPITIYA,2
2019-09-23,MULLERIYAWA NEW TOWN,1
2020-02-28,KEGALLE,1
2019-07-19,KADAWATHA,3
2019-10-05,Ekala,1
2020-02-10,COLOMBO 10,14
2019-06-03,SRI JAYAWARDENEPURA,1
2019-11-28,NUGEGODA,8
2020-01-17,COLOMBO 6,1
2019-06-03,BATTARAMULLA,2
2019-06-05,DEHIWALA,1
2019-10-02,NITTAMBUWA,2
2020-02-21,COLOMBO 2,8
2019-09-18,RAJAGIRIYA,8
2019-11-14,LIYANGAHAWELA,1
2020-03-18,NAWALAKANDA,1
2020-03-18,COLOMBO 8,4
2019-07-05,JA ELA,1
2019-12-10,KOTTAWAGAMA,1
2020-02-24,KOCHCHIKADE,4
2019-11-30,HANWELLA,2
2020-01-02,MOUNT LAVINIA,1
2020-03-19,RATMALWALA,1
2019-06-03,KELANIYA,2
2019-08-26,POLONNARUWA,1
2019-10-10,COLOMBO 8,2
2020-02-20,COLOMBO 5,3
2019-07-25,ANURADHAPURA,2
2019-08-05,COLOMBO 12,1
2019-11-11,MIRIGAMA,1
2020-02-24,JA-ELA,1
2020-03-07,YAKKALA,1
2019-09-19,DEHIWALA,1
2020-01-21,PANADURA,1
2020-03-04,RAJAGIRIYA,5
2020-03-10,PILIYANDALA,2
2019-11-19,ragama,8
2019-07-18,KALUTARA,1
2019-08-30,MAHARAGAMA,2
2019-11-27,Mt lavinia,1
2019-08-26,MULLERIYAWA NEW TOWN,1
2020-05-13,DENIYAYA,1
2019-12-07,BIYAGAMA,3
2020-01-07,KOTTE,1
2020-01-17,NAWALA,3
2020-04-27,COLOMBO 5,3
2019-11-05,COLOMBO 6,1
2019-06-28,COLOMBO 14,3
2019-12-24,KATANA,1
2020-02-12,Demanhandiya,1
2020-02-15,MORATUWA,2
2020-01-31,COLOMBO 5,3
2019-10-31,MOUNT LAVINIA,2
2020-04-22,COLOMBO 14,6
2019-06-13,COLOMBO 1,2
2019-07-02,WATTALA,1
2019-12-12,MOUNT LAVINI,1
2020-04-20,COLOMBO 8,3
2020-04-28,KELANIYA,1
2020-01-28,COLOMBO 2,4
2020-04-08,RATMALANA,1
2020-04-20,COLOMBO 1,12
2019-10-23,MAHABAGE,1
2019-12-09,COLOMBO 13,4
2020-02-26,BINGIRIYA,1
2019-08-30,COLOMBO 15,1
2019-11-02,JA-ELA,3
2020-02-10,RATMALANA,1
2020-03-14,COLOMBO 15,1
2019-12-19,AVISSAWELLA,3
2019-07-09,KADAWATHA,1
2019-12-04,NITTAMBUWA,3
2020-02-28,PELIYAGODA,1
2020-04-23,KOCHCHIKADE,2
2019-06-06,PANNIPITIYA,3
2019-06-05,GAMPAHA,16
2019-12-02,KOTTE,2
2020-01-16,RANALA,1
2020-02-01,COLOMBO INT 4,1
2019-07-01,COLOMBO,148
2019-11-11,KELANIYA,3
2020-02-03,MORATUWA,3
2020-03-14,KADAWATHA,3
2020-03-27,KALUTARA,2
2020-01-25,BADALGAMA,2
2020-02-10,DIVULAPITIYA,3
2020-05-15,RATNAPURA,2
2019-08-22,NUGEGODA,5
2019-11-04,RAJAGIRIYA,2
2020-03-27,COLOMBO 10,5
2019-07-08,GAMPAHA,2
2019-09-16,BADALGAMA,1
2019-12-24,COLOMBO 10,4
2020-01-11,LIYANGAHAWELA,1
2019-07-13,COLOMBO 9,1
2019-10-21,COLOMBO 9,1
2020-02-12,KADAWATHA,1
2020-06-01,GAMPAHA,1
2019-07-04,COLOMBO 3,35
2020-02-14,NUGEGODA,9
2020-05-27,COLOMBO 14,1
2019-11-23,EKALA,1
2019-06-08,GALLE,4
2019-11-06,Heyanthuduwa,3
2019-07-09,BORALESGAMUWA,1
2020-03-04,BIYAGAMA,6
2020-05-28,THALWITA,1
2020-03-05,KADAWATHA,1
2020-03-10,KAHATHUDUWA,1
2019-06-22,RAGAMA,1
2019-07-02,KELANIYA,1
2019-08-30,COLOMBO 3,52
2019-09-16,JA ELA,1
2019-10-18,COLOMBO 13,1
2019-06-18,GAMPAHA,2
2019-06-27,YAKWILA,1
2020-03-18,COLOMBO,7
2020-05-11,COLOMBO 9,1
2019-06-12,RAGAMA,2
2019-06-14,GAMPAHA,10
2019-10-19,WELLAMPITIYA,1
2020-01-23,MALWANA,11
2020-01-16,SIYAMBALEWA,1
2020-02-19,RATMALWALA,1
2019-09-12,WATTALA,5
2019-06-04,GALLE,1
2019-10-14,MATARA,3
2020-02-03,BIYAGAMA,6
2020-02-06,COLOMBO 9,1
2020-02-24,COLOMBO 6,3
2019-11-29,KELANIYA,3
2019-12-10,DEHIWALA,1
2019-10-15,DELGODA,1
2019-10-09,KATUNAYAKE,3
2019-10-14,KADAWATHA,5
2019-11-20,CHILAW,1
2020-03-06,COLOMBO 10,2
2020-05-14,KADAWATHA,2
2019-10-01,RATMALANA,1
2020-05-23,YAKKALA,1
2019-07-03,MAHABAGE,1
2019-06-08,HOMAGAMA,3
2020-01-08,COLOMBO 5,2
2020-02-28,THIMBIRIGASKATUWA NEGOMBO,1
2020-03-07,WATTALA,4
2020-01-24,GAMPAHA,1
2019-07-01,ANURADHAPURA,2
2019-10-05,KATUNAYAKE,4
2019-12-24,COLOMBO 3,2
2019-10-30,KATUNAYAKE (FTZ),1
